Category,DataSet,Site,Method,YR,MO,Transect,Depth(m),Cover
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2014,Aug,IV,2,24.2063492063492
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2014,Aug,V,2,16.8253968253968
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2014,Aug,X,2,19.2063492063492
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2015,Aug,I,2,38
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2015,Aug,II,2,32.4444444444444
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2015,Aug,III,2,29.0196078431373
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2015,Aug,IV,2,31.1111111111111
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2015,Aug,IX,2,16.3333333333333
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2015,Aug,V,2,13.968253968254
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2015,Aug,VI,2,20
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2015,Aug,VII,2,4
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2015,Aug,VIII,2,31.2280701754386
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2015,Aug,X,2,14.6666666666667
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2016,Apr,I,2,26.6666666666667
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2016,Apr,II,2,27.7777777777778
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2016,Apr,III,2,44.2857142857143
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2016,Apr,IV,2,34.4444444444444
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2016,Apr,IX,2,20.1587301587302
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2016,Apr,V,2,11.7460317460317
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2016,Apr,VI,2,21.4285714285714
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2016,Apr,VII,2,3.33333333333334
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2016,Apr,VIII,2,21.5873015873016
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2017,Apr,I,2,30.4761904761905
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2017,Apr,II,2,22.2222222222222
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2017,Apr,III,2,29.6825396825397
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2017,Apr,IV,2,36.6666666666667
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2017,Apr,IX,2,37.6190476190476
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2017,Apr,V,2,33.968253968254
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2017,Apr,VI,2,17.6190476190476
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2017,Apr,VII,2,13.015873015873
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2017,Apr,VIII,2,2.53968253968254
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2017,Apr,X,2,21.1111111111111
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2018,Aug,I,2,42.2222222222222
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2018,Aug,II,2,53.968253968254
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2018,Aug,III,2,56.0846560846561
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2018,Aug,IV,2,35.7142857142857
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2018,Aug,IX,2,36.5079365079365
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2018,Aug,V,2,3.80952380952381
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2018,Aug,VI,2,36.2433862433862
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2018,Aug,VII,2,15.2380952380952
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2018,Aug,VIII,2,31.0405643738977
Pocillopora,UvRf-Chains,Uva,UvRf-Chains,2018,Aug,X,2,50
Pocillopora,Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2015,Aug,I,1,49.5440729483283
Pocillopora,Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2015,Aug,II,1,51.5901060070671
Pocillopora,Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2015,Aug,III,1,50.1779359430605
Pocillopora,Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2015,Aug,IV,1,74.6666666666667
Pocillopora,Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2015,Aug,V,1,58.1632653061225
Pocillopora,Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2015,Aug,VI,1,60.4562737642585
Pocillopora,Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2016,Apr,I,2,43.4285714285714
Pocillopora,Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2016,Apr,II,2,52.463768115942
Pocillopora,Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2016,Apr,III,2,50.1075268817204
Pocillopora,Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2016,Apr,IV,2,77.6344086021505
Pocillopora,Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2016,Apr,V,2,54.2338709677419
Pocillopora,Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2016,Apr,VI,2,64.1904761904762
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1994,Feb,I,3,1.40895390070922
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1994,Feb,II,3,11.6193747247909
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1994,Feb,III,3,0
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1994,Feb,IV,3,5.0579575596817
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1994,Feb,V,3,3.47851458885942
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1995,Jul,I,3,6.54216335540839
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1995,Jul,II,3,0.68092715231788
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1995,Jul,III,3,0
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1995,Jul,IV,3,0
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1995,Jul,V,3,0
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1995,Jul,VI,3,3.31673289183223
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1995,Jul,VII,3,21.1233333333333
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1995,Jul,VIII,3,14.5002680965147
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1995,Jul,IX,3,72.7655126498003
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1995,Jul,X,3,72.7750900900901
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1995,Jul,XI,3,0
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Jan,I,3,7.3301651048639
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Jan,II,3,2.6037527593819
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Jan,III,3,0
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Jan,IV,3,5.96287878787879
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Jan,V,3,0
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Jan,VI,3,6.13187250996016
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Jan,VII,3,25.5486295313882
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Jan,VIII,3,11.6003926701571
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Jan,IX,3,68.39315008726
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Jan,X,3,75.586995117621
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Jan,XI,3,0
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Oct,I,3,11.0974977658624
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Oct,II,3,5.61931464174455
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Oct,III,3,0
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Oct,IV,3,0
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Oct,V,3,0
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Oct,VI,3,6.8368
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Oct,VII,3,28.7870468611848
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Oct,VIII,3,10.7167327168648
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Oct,IX,3,68.4350110375276
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Oct,X,3,75.5345317354638
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Oct,XI,3,0
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1998,Mar,I,3,9.73036437246964
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1998,Mar,II,3,7.47528039479587
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1998,Mar,III,3,0
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1998,Mar,IV,3,0
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1998,Mar,V,3,0
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1998,Mar,VI,3,6.29362745098039
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1998,Mar,VII,3,37.9843059239611
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1998,Mar,VIII,3,12.4474494283201
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1998,Mar,IX,3,68.9465517241379
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1998,Mar,X,3,38.1264109347443
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,1998,Mar,XI,3,0
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2000,May,I,3,26.0959555555556
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2000,May,II,3,27.7923721340388
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2000,May,III,3,7.21529982363316
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2000,May,IV,3,0.148311111111111
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2000,May,V,3,10.8399911816579
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2000,May,VI,3,14.2311555555556
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2000,May,VII,3,48.2216755319149
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2000,May,VIII,3,7.10279255319149
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2000,May,IX,3,42.3078666666667
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2000,May,X,3,37.9617831541218
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2000,May,XI,3,0
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2001,Feb,I,3,28.6259109311741
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2001,Feb,II,3,34.0558704453441
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2001,Feb,III,3,9.04246947082768
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2001,Feb,IV,3,0
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2001,Feb,V,3,8.62710280373832
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2001,Feb,VI,3,7.955998229305
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2001,Feb,VII,3,9.4489247311828
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2001,Feb,VIII,3,7.80189845474614
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2001,Feb,IX,3,38.5446065428824
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2001,Feb,X,3,48.6211235955056
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2001,Feb,XI,3,0
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2002,Mar,I,3,37.4660008877052
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2002,Mar,II,3,49.9488269145639
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2002,Mar,III,3,20.1763469119579
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2002,Mar,IV,3,0
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2002,Mar,V,3,14.3512582781457
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2002,Mar,VI,3,10.6034790171776
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2002,Mar,VII,3,70.1051231741879
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2002,Mar,VIII,3,6.24166666666667
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2002,Mar,IX,3,39.0215877136059
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2002,Mar,X,3,58.6370078740158
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2002,Mar,XI,3,0
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2003,Mar,I,3,46.755
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2003,Mar,II,3,55.6720825274017
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2003,Mar,III,3,29.5364102564102
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2003,Mar,IV,3,0
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2003,Mar,V,3,23.5059101654846
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2003,Mar,VI,3,16.1878625613565
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2003,Mar,VII,3,83.6849048251439
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2003,Mar,VIII,3,7.04044742729306
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2003,Mar,IX,3,35.0735385988398
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2003,Mar,X,3,42.7723042505593
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2003,Mar,XI,3,0
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2005,Mar,I,3,49.1195760036085
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2005,Mar,II,3,63.2930987821381
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2005,Mar,III,3,50.9330732553099
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2005,Mar,IV,3,1.05673378076063
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2005,Mar,V,3,30.8624505928853
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2005,Mar,VI,3,12.7068769163382
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2005,Mar,VII,3,64.6742645355571
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2005,Mar,VIII,3,3.64753465121563
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2005,Mar,IX,3,5.59602649006623
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2005,Mar,X,3,33.4111989459815
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2005,Mar,XI,3,4.93818336524144
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2006,Mar,I,3,51.527398743773
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2006,Mar,II,3,67.4805808409189
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2006,Mar,III,3,60.7243406830955
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2006,Mar,IV,3,6.58228346456693
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2006,Mar,V,3,22.7102396514161
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2006,Mar,VI,3,23.3508456433312
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2006,Mar,VII,3,86.6529804174736
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2006,Mar,VIII,3,2.68419829941241
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2006,Mar,IX,3,1.91801510248112
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2006,Mar,X,3,25.6039366709456
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2006,Mar,XI,3,6.85700107874865
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2007,Jul,I,3,55.0951140065147
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2007,Jul,II,3,93.3040397494059
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2007,Jul,III,3,89.9533290239173
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2007,Jul,IV,3,16.1267428453913
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2007,Jul,V,3,12.6899504443541
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2007,Jul,VI,3,9.91255355612682
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2007,Jul,VII,3,92.1250589496249
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2007,Jul,VIII,3,2.283430295195
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2007,Jul,IX,3,0.731830406143475
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2007,Jul,X,3,31.0815200868621
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2007,Jul,XI,3,7.21732899022801
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2010,Mar,I,3,68.8244047619048
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2010,Mar,II,3,81.2357297316887
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2010,Mar,III,3,80.6160980058932
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2010,Mar,IV,3,36.9122343409412
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2010,Mar,V,3,27.3100394584457
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2010,Mar,VI,3,18.4264475649357
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2010,Mar,VII,3,85.220101093383
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2010,Mar,VIII,3,1.71630653429369
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2010,Mar,IX,3,1.50567399710554
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2010,Mar,X,3,47.4854695625574
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2010,Mar,XI,3,23.1098291781579
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2014,Aug,I,3,76.671104
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2014,Aug,II,3,89.856064
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2014,Aug,III,3,89.051584
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2014,Aug,IV,3,34.291008
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2014,Aug,IX,3,80.3152
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2014,Aug,V,3,16.384576
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2014,Aug,VI,3,21.18688
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2014,Aug,VII,3,26.657856
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2014,Aug,VIII,3,19.735744
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2014,Aug,X,3,1.543616
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2014,Aug,XI,3,23.444032
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,I,3,88.67616
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,II,3,94.866816
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,III,3,93.55904
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,IV,3,44.231808
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,IX,3,82.27648
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,I,3,86.3916382838604
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,II,3,91.4668321552348
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,III,3,88.9483037743109
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,IV,3,68.8624428844132
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,V,3,15.2317103735169
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,VI,3,22.3094132496877
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,VII,3,20.9315193965517
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,VIII,3,37.9682769412682
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,IX,3,84.1616822228473
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,X,3,8.10461054359909
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,XI,3,36.2699858110965
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,V,3,14.321408
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,VI,3,16.79488
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,VII,3,20.872832
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,VIII,3,25.48224
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,X,3,8.521664
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,XI,3,35.027584
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2016,Apr,I,3,71.6022483
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2016,Apr,X,3,15.2388977
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2016,Apr,XI,3,33.6587389
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2016,Apr,II,3,58.9612764
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2016,Apr,III,3,42.7083168
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2016,Apr,IV,3,39.7377579
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2016,Apr,V,3,16.3358306
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2016,Apr,VI,3,28.2057275
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2016,Apr,VII,3,19.9389132
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2016,Apr,VIII,3,35.543438
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2016,Apr,IX,3,70.1142817
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2017,Apr,I,3,93.140544
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2017,Apr,II,3,91.36032
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2017,Apr,III,3,74.6288
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2017,Apr,IV,3,64.926656
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2017,Apr,VI,3,78.19232
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2017,Apr,VII,3,94.058816
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2017,Apr,VIII,3,90.40416
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2017,Apr,IX,3,38.26592
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2017,Apr,X,3,29.454656
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2017,Apr,XI,3,27.837376
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2018,Aug,I,2,83.97696
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2018,Aug,II,2,97.325504
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2018,Aug,III,2,70.849344
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2018,Aug,IV,2,46.261952
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2018,Aug,IX,2,75.586176
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2018,Aug,V,2,25.662848
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2018,Aug,VI,2,32.871104
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2018,Aug,VII,2,29.950592
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2018,Aug,VIII,2,48.390208
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2018,Aug,X,2,49.787584
Pocillopora,Uva_1m2,Uva,Drawing Overlay/Permanent,2018,Aug,XI,2,92.86592
Massive,4x5,Uva,Cuadrants,2018,Aug,Drawn,,0.2256448
Massive,4x5,Uva,Cuadrants,2017,Apr,Drawn,,0.444546271370951
Massive,4x5,Uva,Cuadrants,2016,Apr,Photo,,0.1449144
Massive,4x5,Uva,Cuadrants,2015,Aug,Photo,,0.2481888
Massive,4x5,Uva,Cuadrants,2015,Aug,Drawn,,0.4222272
Massive,4x5,Uva,Cuadrants,2014,Aug,Drawn,,0.256237
Massive,4x5,Uva,Cuadrants,2010,Mar,Drawn,,0.072138659181205
Massive,4x5,Uva,Cuadrants,2007,Jul,Drawn,,0.403563326122214
Massive,4x5,Uva,Cuadrants,2006,Mar,Drawn,,0.609940704769268
Massive,4x5,Uva,Cuadrants,2005,Mar,Drawn,,0.416593809143765
Massive,4x5,Uva,Cuadrants,2004,Mar,Drawn,,0.440086294950403
Massive,4x5,Uva,Cuadrants,2003,Mar,Drawn,,0.626714101194936
Massive,4x5,Uva,Cuadrants,2002,Mar,Drawn,,0.53805417837277
Massive,4x5,Uva,Cuadrants,2001,Feb,Drawn,,0.50102801317436
Massive,4x5,Uva,Cuadrants,2000,May,Drawn,,0.243993732097687
Massive,4x5,Uva,Cuadrants,1997,Jan,Drawn,,1.35355812307341
Massive,4x5,Uva,Cuadrants,1995,Jul,Drawn,,0.733227995010891
Massive,4x5,Uva,Cuadrants,1994,Jan,Drawn,,0.525736458068212
Massive,4x5,Uva,Cuadrants,1993,Mar,Drawn,,0.489251141569259
Massive,4x5,Uva,Cuadrants,1992,Feb,Drawn,,0.314102764070293
Massive,4x5,Uva,Cuadrants,1990,Mar,Drawn,,0.061816070041057
Massive,4x5,Uva,Cuadrants,1990,Dec,Drawn,,0.0721433868095
Massive,4x5,Uva,Cuadrants,1989,Feb,Drawn,,0.046736187271689
